factor_key,country_code,country_name,year,method,unit,value_kg_co2e_per_kwh,source_ref,status,notes
electricity_el_2009_lc,EL,Greece,2009,CoM Table3 EU LC GHG,kg CO2e/kWh,0.933725985037993,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2009
electricity_el_2010_lc,EL,Greece,2010,CoM Table3 EU LC GHG,kg CO2e/kWh,0.902772981252791,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2010
electricity_el_2011_lc,EL,Greece,2011,CoM Table3 EU LC GHG,kg CO2e/kWh,0.92352684383016,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2011
electricity_el_2012_lc,EL,Greece,2012,CoM Table3 EU LC GHG,kg CO2e/kWh,0.911731877721184,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2012
electricity_el_2013_lc,EL,Greece,2013,CoM Table3 EU LC GHG,kg CO2e/kWh,0.829482006505634,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2013
electricity_el_2014_lc,EL,Greece,2014,CoM Table3 EU LC GHG,kg CO2e/kWh,0.863462862607034,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2014
electricity_el_2015_lc,EL,Greece,2015,CoM Table3 EU LC GHG,kg CO2e/kWh,0.759402959535934,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2015
electricity_el_2016_lc,EL,Greece,2016,CoM Table3 EU LC GHG,kg CO2e/kWh,0.645064362890569,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2016
electricity_el_2017_lc,EL,Greece,2017,CoM Table3 EU LC GHG,kg CO2e/kWh,0.695268752805197,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2017
electricity_el_2018_lc,EL,Greece,2018,CoM Table3 EU LC GHG,kg CO2e/kWh,0.719543452286701,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2018
electricity_el_2019_lc,EL,Greece,2019,CoM Table3 EU LC GHG,kg CO2e/kWh,0.651403417464393,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2019
electricity_el_2020_lc,EL,Greece,2020,CoM Table3 EU LC GHG,kg CO2e/kWh,0.546484158203413,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2020
electricity_el_2021_lc,EL,Greece,2021,CoM Table3 EU LC GHG,kg CO2e/kWh,0.502412265142969,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2021
electricity_es_1990_lc,ES,Spain,1990,CoM Table3 EU LC GHG,kg CO2e/kWh,0.593996520602097,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1990
electricity_es_1991_lc,ES,Spain,1991,CoM Table3 EU LC GHG,kg CO2e/kWh,0.589046518941057,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1991
electricity_es_1992_lc,ES,Spain,1992,CoM Table3 EU LC GHG,kg CO2e/kWh,0.668892686538732,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1992
electricity_es_1993_lc,ES,Spain,1993,CoM Table3 EU LC GHG,kg CO2e/kWh,0.581517721296027,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1993
electricity_es_1994_lc,ES,Spain,1994,CoM Table3 EU LC GHG,kg CO2e/kWh,0.570421119748389,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1994
electricity_es_1995_lc,ES,Spain,1995,CoM Table3 EU LC GHG,kg CO2e/kWh,0.633053864808165,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1995
electricity_es_1996_lc,ES,Spain,1996,CoM Table3 EU LC GHG,kg CO2e/kWh,0.497276850076591,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1996
electricity_es_1997_lc,ES,Spain,1997,CoM Table3 EU LC GHG,kg CO2e/kWh,0.544203309684461,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1997
electricity_es_1998_lc,ES,Spain,1998,CoM Table3 EU LC GHG,kg CO2e/kWh,0.531815628045457,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1998
electricity_es_1999_lc,ES,Spain,1999,CoM Table3 EU LC GHG,kg CO2e/kWh,0.620448254997643,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1999
electricity_es_2000_lc,ES,Spain,2000,CoM Table3 EU LC GHG,kg CO2e/kWh,0.597678506608732,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2000
electricity_es_2001_lc,ES,Spain,2001,CoM Table3 EU LC GHG,kg CO2e/kWh,0.527393249494898,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2001
electricity_es_2002_lc,ES,Spain,2002,CoM Table3 EU LC GHG,kg CO2e/kWh,0.611499676662873,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2002
electricity_es_2003_lc,ES,Spain,2003,CoM Table3 EU LC GHG,kg CO2e/kWh,0.534530259183148,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2003
electricity_es_2004_lc,ES,Spain,2004,CoM Table3 EU LC GHG,kg CO2e/kWh,0.539473149158684,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2004
electricity_es_2005_lc,ES,Spain,2005,CoM Table3 EU LC GHG,kg CO2e/kWh,0.562521497290801,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2005
electricity_es_2006_lc,ES,Spain,2006,CoM Table3 EU LC GHG,kg CO2e/kWh,0.538409809317863,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2006
electricity_es_2007_lc,ES,Spain,2007,CoM Table3 EU LC GHG,kg CO2e/kWh,0.541146083511609,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2007
electricity_es_2008_lc,ES,Spain,2008,CoM Table3 EU LC GHG,kg CO2e/kWh,0.47228878876136,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2008
electricity_es_2009_lc,ES,Spain,2009,CoM Table3 EU LC GHG,kg CO2e/kWh,0.435165053604453,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2009
electricity_es_2010_lc,ES,Spain,2010,CoM Table3 EU LC GHG,kg CO2e/kWh,0.353389595768734,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2010
electricity_es_2011_lc,ES,Spain,2011,CoM Table3 EU LC GHG,kg CO2e/kWh,0.416990390550014,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2011
electricity_es_2012_lc,ES,Spain,2012,CoM Table3 EU LC GHG,kg CO2e/kWh,0.440171986507907,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2012
electricity_es_2013_lc,ES,Spain,2013,CoM Table3 EU LC GHG,kg CO2e/kWh,0.364153111247311,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2013
electricity_es_2014_lc,ES,Spain,2014,CoM Table3 EU LC GHG,kg CO2e/kWh,0.378294171756513,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2014
electricity_es_2015_lc,ES,Spain,2015,CoM Table3 EU LC GHG,kg CO2e/kWh,0.427941887676731,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2015
electricity_es_2016_lc,ES,Spain,2016,CoM Table3 EU LC GHG,kg CO2e/kWh,0.366580571899028,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2016
electricity_es_2017_lc,ES,Spain,2017,CoM Table3 EU LC GHG,kg CO2e/kWh,0.417126990092436,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2017
electricity_es_2018_lc,ES,Spain,2018,CoM Table3 EU LC GHG,kg CO2e/kWh,0.375101604605025,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2018
electricity_es_2019_lc,ES,Spain,2019,CoM Table3 EU LC GHG,kg CO2e/kWh,0.30147472727138,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2019
electricity_es_2020_lc,ES,Spain,2020,CoM Table3 EU LC GHG,kg CO2e/kWh,0.245297400216855,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2020
electricity_es_2021_lc,ES,Spain,2021,CoM Table3 EU LC GHG,kg CO2e/kWh,0.236355681424755,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2021
electricity_fr_1990_lc,FR,France,1990,CoM Table3 EU LC GHG,kg CO2e/kWh,0.161198841666664,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1990
electricity_fr_1991_lc,FR,France,1991,CoM Table3 EU LC GHG,kg CO2e/kWh,0.18155117190541,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1991
electricity_fr_1992_lc,FR,France,1992,CoM Table3 EU LC GHG,kg CO2e/kWh,0.142303281584969,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1992
electricity_fr_1993_lc,FR,France,1993,CoM Table3 EU LC GHG,kg CO2e/kWh,0.100315432451705,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1993
electricity_fr_1994_lc,FR,France,1994,CoM Table3 EU LC GHG,kg CO2e/kWh,0.09658148403496,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1994
electricity_fr_1995_lc,FR,France,1995,CoM Table3 EU LC GHG,kg CO2e/kWh,0.109348827831617,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1995
electricity_fr_1996_lc,FR,France,1996,CoM Table3 EU LC GHG,kg CO2e/kWh,0.11227938028493,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1996
electricity_fr_1997_lc,FR,France,1997,CoM Table3 EU LC GHG,kg CO2e/kWh,0.103235685151158,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1997
electricity_fr_1998_lc,FR,France,1998,CoM Table3 EU LC GHG,kg CO2e/kWh,0.140130403238838,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1998
electricity_fr_1999_lc,FR,France,1999,CoM Table3 EU LC GHG,kg CO2e/kWh,0.12299215100869,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1999
electricity_fr_2000_lc,FR,France,2000,CoM Table3 EU LC GHG,kg CO2e/kWh,0.104896781003028,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2000
electricity_fr_2001_lc,FR,France,2001,CoM Table3 EU LC GHG,kg CO2e/kWh,0.084938180168116,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2001
electricity_fr_2002_lc,FR,France,2002,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0932325954880062,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2002
electricity_fr_2003_lc,FR,France,2003,CoM Table3 EU LC GHG,kg CO2e/kWh,0.102591110792889,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2003
electricity_fr_2004_lc,FR,France,2004,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0973801781514943,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2004
electricity_fr_2005_lc,FR,France,2005,CoM Table3 EU LC GHG,kg CO2e/kWh,0.120276046585431,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2005
electricity_fr_2006_lc,FR,France,2006,CoM Table3 EU LC GHG,kg CO2e/kWh,0.110741386917132,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2006
electricity_fr_2007_lc,FR,France,2007,CoM Table3 EU LC GHG,kg CO2e/kWh,0.118121910536731,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2007
electricity_fr_2008_lc,FR,France,2008,CoM Table3 EU LC GHG,kg CO2e/kWh,0.105835029431785,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2008
electricity_fr_2009_lc,FR,France,2009,CoM Table3 EU LC GHG,kg CO2e/kWh,0.12250486439737,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2009
electricity_fr_2010_lc,FR,France,2010,CoM Table3 EU LC GHG,kg CO2e/kWh,0.119065102115952,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2010
electricity_fr_2011_lc,FR,France,2011,CoM Table3 EU LC GHG,kg CO2e/kWh,0.103264636733388,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2011
electricity_fr_2012_lc,FR,France,2012,CoM Table3 EU LC GHG,kg CO2e/kWh,0.110923309747979,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2012
electricity_fr_2013_lc,FR,France,2013,CoM Table3 EU LC GHG,kg CO2e/kWh,0.103572353481228,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2013
electricity_fr_2014_lc,FR,France,2014,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0777384109269079,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2014
electricity_fr_2015_lc,FR,France,2015,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0835962881491309,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2015
electricity_fr_2016_lc,FR,France,2016,CoM Table3 EU LC GHG,kg CO2e/kWh,0.095759356453364,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2016
electricity_fr_2017_lc,FR,France,2017,CoM Table3 EU LC GHG,kg CO2e/kWh,0.107792448762946,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2017
electricity_fr_2018_lc,FR,France,2018,CoM Table3 EU LC GHG,kg CO2e/kWh,0.085123232425225,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2018
electricity_fr_2019_lc,FR,France,2019,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0861057675252705,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2019
electricity_fr_2020_lc,FR,France,2020,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0851491327764309,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2020
electricity_fr_2021_lc,FR,France,2021,CoM Table3 EU LC GHG,kg CO2e/kWh,0.0865120415623876,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2021
electricity_hr_1990_lc,HR,Croatia,1990,CoM Table3 EU LC GHG,kg CO2e/kWh,0.288560729865176,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1990
electricity_hr_1991_lc,HR,Croatia,1991,CoM Table3 EU LC GHG,kg CO2e/kWh,0.198450480889834,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1991
electricity_hr_1992_lc,HR,Croatia,1992,CoM Table3 EU LC GHG,kg CO2e/kWh,0.378619452724885,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1992
electricity_hr_1993_lc,HR,Croatia,1993,CoM Table3 EU LC GHG,kg CO2e/kWh,0.37841645614739,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1993
electricity_hr_1994_lc,HR,Croatia,1994,CoM Table3 EU LC GHG,kg CO2e/kWh,0.21562341846828,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1994
electricity_hr_1995_lc,HR,Croatia,1995,CoM Table3 EU LC GHG,kg CO2e/kWh,0.256231876361965,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1995
electricity_hr_1996_lc,HR,Croatia,1996,CoM Table3 EU LC GHG,kg CO2e/kWh,0.204420561541238,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1996
electricity_hr_1997_lc,HR,Croatia,1997,CoM Table3 EU LC GHG,kg CO2e/kWh,0.298785773301027,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1997
electricity_hr_1998_lc,HR,Croatia,1998,CoM Table3 EU LC GHG,kg CO2e/kWh,0.380266909478171,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1998
electricity_hr_1999_lc,HR,Croatia,1999,CoM Table3 EU LC GHG,kg CO2e/kWh,0.367854422850466,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1999
electricity_hr_2000_lc,HR,Croatia,2000,CoM Table3 EU LC GHG,kg CO2e/kWh,0.320562942541285,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2000
electricity_hr_2001_lc,HR,Croatia,2001,CoM Table3 EU LC GHG,kg CO2e/kWh,0.371286949451496,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2001
electricity_hr_2002_lc,HR,Croatia,2002,CoM Table3 EU LC GHG,kg CO2e/kWh,0.424612034087196,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2002
electricity_hr_2003_lc,HR,Croatia,2003,CoM Table3 EU LC GHG,kg CO2e/kWh,0.452562350104163,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2003
electricity_hr_2004_lc,HR,Croatia,2004,CoM Table3 EU LC GHG,kg CO2e/kWh,0.309184950509739,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2004
electricity_hr_2005_lc,HR,Croatia,2005,CoM Table3 EU LC GHG,kg CO2e/kWh,0.232827839374837,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2005
electricity_hr_2006_lc,HR,Croatia,2006,CoM Table3 EU LC GHG,kg CO2e/kWh,0.252636948506395,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2006
electricity_hr_2007_lc,HR,Croatia,2007,CoM Table3 EU LC GHG,kg CO2e/kWh,0.347578154959896,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2007
electricity_hr_2008_lc,HR,Croatia,2008,CoM Table3 EU LC GHG,kg CO2e/kWh,0.176373623910959,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2008
electricity_hr_2009_lc,HR,Croatia,2009,CoM Table3 EU LC GHG,kg CO2e/kWh,0.144055822397417,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2009
electricity_hr_2010_lc,HR,Croatia,2010,CoM Table3 EU LC GHG,kg CO2e/kWh,0.111140470921739,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2010
electricity_hr_2011_lc,HR,Croatia,2011,CoM Table3 EU LC GHG,kg CO2e/kWh,0.111802026494062,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2011
electricity_hr_2012_lc,HR,Croatia,2012,CoM Table3 EU LC GHG,kg CO2e/kWh,0.121212916954226,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2012
electricity_hr_2013_lc,HR,Croatia,2013,CoM Table3 EU LC GHG,kg CO2e/kWh,0.117538674983718,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2013
electricity_hr_2014_lc,HR,Croatia,2014,CoM Table3 EU LC GHG,kg CO2e/kWh,0.396158571761164,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2014
electricity_hr_2015_lc,HR,Croatia,2015,CoM Table3 EU LC GHG,kg CO2e/kWh,0.51672329387041,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2015
electricity_hr_2016_lc,HR,Croatia,2016,CoM Table3 EU LC GHG,kg CO2e/kWh,0.550008931490445,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2016
electricity_hr_2017_lc,HR,Croatia,2017,CoM Table3 EU LC GHG,kg CO2e/kWh,0.460603808179375,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2017
electricity_hr_2018_lc,HR,Croatia,2018,CoM Table3 EU LC GHG,kg CO2e/kWh,0.515765273318299,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2018
electricity_hr_2019_lc,HR,Croatia,2019,CoM Table3 EU LC GHG,kg CO2e/kWh,0.385976740925831,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2019
electricity_hr_2020_lc,HR,Croatia,2020,CoM Table3 EU LC GHG,kg CO2e/kWh,0.359899894565909,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2020
electricity_hr_2021_lc,HR,Croatia,2021,CoM Table3 EU LC GHG,kg CO2e/kWh,0.415837348600323,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2021
electricity_it_1990_lc,IT,Italy,1990,CoM Table3 EU LC GHG,kg CO2e/kWh,0.718037511126113,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1990
electricity_it_1991_lc,IT,Italy,1991,CoM Table3 EU LC GHG,kg CO2e/kWh,0.693147695098537,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1991
electricity_it_1992_lc,IT,Italy,1992,CoM Table3 EU LC GHG,kg CO2e/kWh,0.674444209327722,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1992
electricity_it_1993_lc,IT,Italy,1993,CoM Table3 EU LC GHG,kg CO2e/kWh,0.651693163071031,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1993
electricity_it_1994_lc,IT,Italy,1994,CoM Table3 EU LC GHG,kg CO2e/kWh,0.643155819720014,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1994
