factor_key,country_code,country_name,year,method,unit,value_kg_co2e_per_kwh,source_ref,status,notes
electricity_lu_1999_lc,LU,Luxembourg,1999,CoM Table3 EU LC GHG,kg CO2e/kWh,0.591481020820809,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1999
electricity_lu_2000_lc,LU,Luxembourg,2000,CoM Table3 EU LC GHG,kg CO2e/kWh,0.580144171273702,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2000
electricity_lu_2001_lc,LU,Luxembourg,2001,CoM Table3 EU LC GHG,kg CO2e/kWh,0.59193623130411,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2001
electricity_lu_2002_lc,LU,Luxembourg,2002,CoM Table3 EU LC GHG,kg CO2e/kWh,0.62286283575391,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2002
electricity_lu_2003_lc,LU,Luxembourg,2003,CoM Table3 EU LC GHG,kg CO2e/kWh,0.588905469220522,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2003
electricity_lu_2004_lc,LU,Luxembourg,2004,CoM Table3 EU LC GHG,kg CO2e/kWh,0.56694885186413,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2004
electricity_lu_2005_lc,LU,Luxembourg,2005,CoM Table3 EU LC GHG,kg CO2e/kWh,0.580552908007754,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2005
electricity_lu_2006_lc,LU,Luxembourg,2006,CoM Table3 EU LC GHG,kg CO2e/kWh,0.56677473937853,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2006
electricity_lu_2007_lc,LU,Luxembourg,2007,CoM Table3 EU LC GHG,kg CO2e/kWh,0.582026817736719,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2007
electricity_lu_2008_lc,LU,Luxembourg,2008,CoM Table3 EU LC GHG,kg CO2e/kWh,0.557168754018512,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2008
electricity_lu_2009_lc,LU,Luxembourg,2009,CoM Table3 EU LC GHG,kg CO2e/kWh,0.558418101552476,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2009
electricity_lu_2010_lc,LU,Luxembourg,2010,CoM Table3 EU LC GHG,kg CO2e/kWh,0.600373607168797,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2010
electricity_lu_2011_lc,LU,Luxembourg,2011,CoM Table3 EU LC GHG,kg CO2e/kWh,0.577300791468991,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2011
electricity_lu_2012_lc,LU,Luxembourg,2012,CoM Table3 EU LC GHG,kg CO2e/kWh,0.601204939119779,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2012
electricity_lu_2013_lc,LU,Luxembourg,2013,CoM Table3 EU LC GHG,kg CO2e/kWh,0.572388778370233,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2013
electricity_lu_2014_lc,LU,Luxembourg,2014,CoM Table3 EU LC GHG,kg CO2e/kWh,0.541518153488587,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2014
electricity_lu_2015_lc,LU,Luxembourg,2015,CoM Table3 EU LC GHG,kg CO2e/kWh,0.551418960225734,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2015
electricity_lu_2016_lc,LU,Luxembourg,2016,CoM Table3 EU LC GHG,kg CO2e/kWh,0.532731573373647,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2016
electricity_lu_2017_lc,LU,Luxembourg,2017,CoM Table3 EU LC GHG,kg CO2e/kWh,0.493591267277561,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2017
electricity_lu_2018_lc,LU,Luxembourg,2018,CoM Table3 EU LC GHG,kg CO2e/kWh,0.450725927360692,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2018
electricity_lu_2019_lc,LU,Luxembourg,2019,CoM Table3 EU LC GHG,kg CO2e/kWh,0.363383756005322,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2019
electricity_lu_2020_lc,LU,Luxembourg,2020,CoM Table3 EU LC GHG,kg CO2e/kWh,0.335639295104346,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2020
electricity_lu_2021_lc,LU,Luxembourg,2021,CoM Table3 EU LC GHG,kg CO2e/kWh,0.333510483449843,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2021
electricity_hu_1990_lc,HU,Hungary,1990,CoM Table3 EU LC GHG,kg CO2e/kWh,0.891102332716312,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1990
electricity_hu_1991_lc,HU,Hungary,1991,CoM Table3 EU LC GHG,kg CO2e/kWh,0.871274361864295,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1991
electricity_hu_1992_lc,HU,Hungary,1992,CoM Table3 EU LC GHG,kg CO2e/kWh,0.880464149121032,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1992
electricity_hu_1993_lc,HU,Hungary,1993,CoM Table3 EU LC GHG,kg CO2e/kWh,0.850942976894144,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1993
electricity_hu_1994_lc,HU,Hungary,1994,CoM Table3 EU LC GHG,kg CO2e/kWh,0.793299786703605,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1994
electricity_hu_1995_lc,HU,Hungary,1995,CoM Table3 EU LC GHG,kg CO2e/kWh,0.818329778900606,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1995
electricity_hu_1996_lc,HU,Hungary,1996,CoM Table3 EU LC GHG,kg CO2e/kWh,0.780374484213648,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1996
electricity_hu_1997_lc,HU,Hungary,1997,CoM Table3 EU LC GHG,kg CO2e/kWh,0.791057666220409,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1997
electricity_hu_1998_lc,HU,Hungary,1998,CoM Table3 EU LC GHG,kg CO2e/kWh,0.816887680248221,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1998
electricity_hu_1999_lc,HU,Hungary,1999,CoM Table3 EU LC GHG,kg CO2e/kWh,0.821323587286163,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1999
electricity_hu_2000_lc,HU,Hungary,2000,CoM Table3 EU LC GHG,kg CO2e/kWh,0.71098959247785,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2000
electricity_hu_2001_lc,HU,Hungary,2001,CoM Table3 EU LC GHG,kg CO2e/kWh,0.681108051359239,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2001
electricity_hu_2002_lc,HU,Hungary,2002,CoM Table3 EU LC GHG,kg CO2e/kWh,0.624890859276531,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2002
electricity_hu_2003_lc,HU,Hungary,2003,CoM Table3 EU LC GHG,kg CO2e/kWh,0.701518987803842,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2003
electricity_hu_2004_lc,HU,Hungary,2004,CoM Table3 EU LC GHG,kg CO2e/kWh,0.659392467356562,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2004
electricity_hu_2005_lc,HU,Hungary,2005,CoM Table3 EU LC GHG,kg CO2e/kWh,0.56331770066842,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2005
electricity_hu_2006_lc,HU,Hungary,2006,CoM Table3 EU LC GHG,kg CO2e/kWh,0.573296632755741,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2006
electricity_hu_2007_lc,HU,Hungary,2007,CoM Table3 EU LC GHG,kg CO2e/kWh,0.553454707729365,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2007
electricity_hu_2008_lc,HU,Hungary,2008,CoM Table3 EU LC GHG,kg CO2e/kWh,0.544890821685062,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2008
electricity_hu_2009_lc,HU,Hungary,2009,CoM Table3 EU LC GHG,kg CO2e/kWh,0.492260908991006,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2009
electricity_hu_2010_lc,HU,Hungary,2010,CoM Table3 EU LC GHG,kg CO2e/kWh,0.498257527634297,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2010
electricity_hu_2011_lc,HU,Hungary,2011,CoM Table3 EU LC GHG,kg CO2e/kWh,0.473991179494655,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2011
electricity_hu_2012_lc,HU,Hungary,2012,CoM Table3 EU LC GHG,kg CO2e/kWh,0.438751807185564,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2012
electricity_hu_2013_lc,HU,Hungary,2013,CoM Table3 EU LC GHG,kg CO2e/kWh,0.430183865978052,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2013
electricity_hu_2014_lc,HU,Hungary,2014,CoM Table3 EU LC GHG,kg CO2e/kWh,0.398253690712753,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2014
electricity_hu_2015_lc,HU,Hungary,2015,CoM Table3 EU LC GHG,kg CO2e/kWh,0.388484580236008,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2015
electricity_hu_2016_lc,HU,Hungary,2016,CoM Table3 EU LC GHG,kg CO2e/kWh,0.387843910171664,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2016
electricity_hu_2017_lc,HU,Hungary,2017,CoM Table3 EU LC GHG,kg CO2e/kWh,0.324020578554498,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2017
electricity_hu_2018_lc,HU,Hungary,2018,CoM Table3 EU LC GHG,kg CO2e/kWh,0.338387234963733,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2018
electricity_hu_2019_lc,HU,Hungary,2019,CoM Table3 EU LC GHG,kg CO2e/kWh,0.28924713013931,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2019
electricity_hu_2020_lc,HU,Hungary,2020,CoM Table3 EU LC GHG,kg CO2e/kWh,0.267135550002075,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2020
electricity_hu_2021_lc,HU,Hungary,2021,CoM Table3 EU LC GHG,kg CO2e/kWh,0.265641798292264,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2021
electricity_mt_1990_lc,MT,Malta,1990,CoM Table3 EU LC GHG,kg CO2e/kWh,2.31558563076923,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1990
electricity_mt_1991_lc,MT,Malta,1991,CoM Table3 EU LC GHG,kg CO2e/kWh,1.59755259136212,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1991
electricity_mt_1992_lc,MT,Malta,1992,CoM Table3 EU LC GHG,kg CO2e/kWh,1.47157391082802,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1992
electricity_mt_1993_lc,MT,Malta,1993,CoM Table3 EU LC GHG,kg CO2e/kWh,1.98769158425196,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1993
electricity_mt_1994_lc,MT,Malta,1994,CoM Table3 EU LC GHG,kg CO2e/kWh,1.7964385127572,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1994
electricity_mt_1995_lc,MT,Malta,1995,CoM Table3 EU LC GHG,kg CO2e/kWh,1.54232223828435,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1995
electricity_mt_1996_lc,MT,Malta,1996,CoM Table3 EU LC GHG,kg CO2e/kWh,1.51272061463778,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1996
electricity_mt_1997_lc,MT,Malta,1997,CoM Table3 EU LC GHG,kg CO2e/kWh,1.45438898161764,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1997
electricity_mt_1998_lc,MT,Malta,1998,CoM Table3 EU LC GHG,kg CO2e/kWh,1.43168041940085,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1998
electricity_mt_1999_lc,MT,Malta,1999,CoM Table3 EU LC GHG,kg CO2e/kWh,1.38658859300791,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1999
electricity_mt_2000_lc,MT,Malta,2000,CoM Table3 EU LC GHG,kg CO2e/kWh,1.26427623867262,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2000
electricity_mt_2001_lc,MT,Malta,2001,CoM Table3 EU LC GHG,kg CO2e/kWh,1.57346335818992,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2001
electricity_mt_2002_lc,MT,Malta,2002,CoM Table3 EU LC GHG,kg CO2e/kWh,1.4607022172601,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2002
electricity_mt_2003_lc,MT,Malta,2003,CoM Table3 EU LC GHG,kg CO2e/kWh,1.48431881284606,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2003
electricity_mt_2004_lc,MT,Malta,2004,CoM Table3 EU LC GHG,kg CO2e/kWh,1.42451209944134,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2004
electricity_mt_2005_lc,MT,Malta,2005,CoM Table3 EU LC GHG,kg CO2e/kWh,1.30696432938643,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2005
electricity_mt_2006_lc,MT,Malta,2006,CoM Table3 EU LC GHG,kg CO2e/kWh,1.32418915758229,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2006
electricity_mt_2007_lc,MT,Malta,2007,CoM Table3 EU LC GHG,kg CO2e/kWh,1.34752100918422,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2007
electricity_mt_2008_lc,MT,Malta,2008,CoM Table3 EU LC GHG,kg CO2e/kWh,1.32338753642741,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2008
electricity_mt_2009_lc,MT,Malta,2009,CoM Table3 EU LC GHG,kg CO2e/kWh,1.34889972407732,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2009
electricity_mt_2010_lc,MT,Malta,2010,CoM Table3 EU LC GHG,kg CO2e/kWh,1.26157025986842,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2010
electricity_mt_2011_lc,MT,Malta,2011,CoM Table3 EU LC GHG,kg CO2e/kWh,1.26184100678813,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2011
electricity_mt_2012_lc,MT,Malta,2012,CoM Table3 EU LC GHG,kg CO2e/kWh,1.28051674192074,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2012
electricity_mt_2013_lc,MT,Malta,2013,CoM Table3 EU LC GHG,kg CO2e/kWh,1.0474117814245,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2013
electricity_mt_2014_lc,MT,Malta,2014,CoM Table3 EU LC GHG,kg CO2e/kWh,0.996327033804377,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2014
electricity_mt_2015_lc,MT,Malta,2015,CoM Table3 EU LC GHG,kg CO2e/kWh,0.716480222193907,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2015
electricity_mt_2016_lc,MT,Malta,2016,CoM Table3 EU LC GHG,kg CO2e/kWh,0.633466533442623,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2016
electricity_mt_2017_lc,MT,Malta,2017,CoM Table3 EU LC GHG,kg CO2e/kWh,0.551188888159745,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2017
electricity_mt_2018_lc,MT,Malta,2018,CoM Table3 EU LC GHG,kg CO2e/kWh,0.489378068130078,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2018
electricity_mt_2019_lc,MT,Malta,2019,CoM Table3 EU LC GHG,kg CO2e/kWh,0.492486586769273,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2019
electricity_mt_2020_lc,MT,Malta,2020,CoM Table3 EU LC GHG,kg CO2e/kWh,0.519120173317773,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2020
electricity_mt_2021_lc,MT,Malta,2021,CoM Table3 EU LC GHG,kg CO2e/kWh,0.470073546806919,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2021
electricity_nl_1990_lc,NL,Netherlands,1990,CoM Table3 EU LC GHG,kg CO2e/kWh,0.757864310208076,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1990
electricity_nl_1991_lc,NL,Netherlands,1991,CoM Table3 EU LC GHG,kg CO2e/kWh,0.74270798644573,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1991
electricity_nl_1992_lc,NL,Netherlands,1992,CoM Table3 EU LC GHG,kg CO2e/kWh,0.734810168604172,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1992
electricity_nl_1993_lc,NL,Netherlands,1993,CoM Table3 EU LC GHG,kg CO2e/kWh,0.728647297238562,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1993
electricity_nl_1994_lc,NL,Netherlands,1994,CoM Table3 EU LC GHG,kg CO2e/kWh,0.723099159631793,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1994
electricity_nl_1995_lc,NL,Netherlands,1995,CoM Table3 EU LC GHG,kg CO2e/kWh,0.712810990536889,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1995
electricity_nl_1996_lc,NL,Netherlands,1996,CoM Table3 EU LC GHG,kg CO2e/kWh,0.692292744947938,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1996
electricity_nl_1997_lc,NL,Netherlands,1997,CoM Table3 EU LC GHG,kg CO2e/kWh,0.683080149004553,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1997
electricity_nl_1998_lc,NL,Netherlands,1998,CoM Table3 EU LC GHG,kg CO2e/kWh,0.672534879225515,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1998
electricity_nl_1999_lc,NL,Netherlands,1999,CoM Table3 EU LC GHG,kg CO2e/kWh,0.634159370684019,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 1999
electricity_nl_2000_lc,NL,Netherlands,2000,CoM Table3 EU LC GHG,kg CO2e/kWh,0.637944073833957,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2000
electricity_nl_2001_lc,NL,Netherlands,2001,CoM Table3 EU LC GHG,kg CO2e/kWh,0.67095258554607,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2001
electricity_nl_2002_lc,NL,Netherlands,2002,CoM Table3 EU LC GHG,kg CO2e/kWh,0.637475975188052,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2002
electricity_nl_2003_lc,NL,Netherlands,2003,CoM Table3 EU LC GHG,kg CO2e/kWh,0.650493024229909,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2003
electricity_nl_2004_lc,NL,Netherlands,2004,CoM Table3 EU LC GHG,kg CO2e/kWh,0.660644926197326,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2004
electricity_nl_2005_lc,NL,Netherlands,2005,CoM Table3 EU LC GHG,kg CO2e/kWh,0.638210656625643,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2005
electricity_nl_2006_lc,NL,Netherlands,2006,CoM Table3 EU LC GHG,kg CO2e/kWh,0.626989319073605,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2006
electricity_nl_2007_lc,NL,Netherlands,2007,CoM Table3 EU LC GHG,kg CO2e/kWh,0.628008840620675,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2007
electricity_nl_2008_lc,NL,Netherlands,2008,CoM Table3 EU LC GHG,kg CO2e/kWh,0.597180563957392,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2008
electricity_nl_2009_lc,NL,Netherlands,2009,CoM Table3 EU LC GHG,kg CO2e/kWh,0.566491004369988,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2009
electricity_nl_2010_lc,NL,Netherlands,2010,CoM Table3 EU LC GHG,kg CO2e/kWh,0.56426131788064,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2010
electricity_nl_2011_lc,NL,Netherlands,2011,CoM Table3 EU LC GHG,kg CO2e/kWh,0.539748025756481,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2011
electricity_nl_2012_lc,NL,Netherlands,2012,CoM Table3 EU LC GHG,kg CO2e/kWh,0.569235304375633,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2012
electricity_nl_2013_lc,NL,Netherlands,2013,CoM Table3 EU LC GHG,kg CO2e/kWh,0.572999472164765,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2013
electricity_nl_2014_lc,NL,Netherlands,2014,CoM Table3 EU LC GHG,kg CO2e/kWh,0.593741594031699,totalCarbonfootprintcalculation/CoM-Emission-factors-for-national-electricity-2024.xlsx,grounded,Extracted from Table3_EU_LC year column 2014
